"","Phylum","Class","Order","Family","Genus","Species","Subspecies","Strain","GOLD_Organism_ID","GOLD_Project_ID","IMG_Genome_ID","NCBI_Taxonomy_ID","NCBI_Phylum","NCBI_Class","NCBI_Order","NCBI_Family","NCBI_Genus","NCBI_Species","Article_Url","Metabolic_Traits","AI_Predicted"
"6857","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","qijiaojingensis","NA","DSM 45088, KCTC 19235, YIM 91168","Go0029526","Gp0325148","NA","453831","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","qijiaojingensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6858","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","rectivirgula","NA","ATCC 33515, BKM A-810, DSM 43747, NBRC 12464, INMI 683, JCM 3057, NRRL B-16280, VKM Ac-810","Go0070950","Gp0029454, Gp0070950","2579778685","1283279","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","rectivirgula","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6859","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","rosea","NA","DSM 45226, CCUG 56401, IMMIB L-1070","Go0031279","NA","NA","524884","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","rosea","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6860","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","shandongensis","NA","88, CGMCC 4.3530, JCM 14614","Go0115977","Gp0120284","2671180068","418495","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","shandongensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6861","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","spinosa","NA","A83543.1, ATCC 49460, DSM 44228, JCM 9375, NBRC 15153, NRRL 18395","Go0113593, Go0005830","Gp0005830, Gp0117033","2634166199, 2547132038","994479","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","spinosa","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6862","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","spinosporotrichia","NA","AS4.198, DSM 44350, NBRC 16190, JCM 10303","Go0028190","NA","NA","59917","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","spinosporotrichia","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6863","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","taberi","NA","ATCC 49842, DSM 43856, NBRC 15061, JCM 9383, LL-WRAT-210, NRRL B-16173","Go0028269","Gp0220386","NA","60895","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","taberi","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6864","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","thermophila","NA","216, AS4.1511, DSM 44575, NBRC 16346, JCM 10664","Go0029527","NA","NA","89367","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","thermophila","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6865","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","tripterygii","NA","CCTCC AA 208062, DSM 45269, YIM 65359","Go0029528","Gp0220369","NA","566024","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora","tripterygii","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00186","NA:NA:NA:NA:NA:NA","N"
"6866","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","australiensis","NA","NRRL 11239, ATCC 31497, DSM 43800, IAM 14291, NBRC 14444, IMSNU 21246, JCM 3370, KCTC 9193, KCTC 9388, NCIMB 13188, VKM Ac-894, LL-BM782Ce82","Go0373408","Gp0220509","2757320518","2072","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","australiensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6867","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","algeriensis","NA","DSM 44581, JCM 13242, NRRL B-24137, SA 233","Go0027579","Gp0502543","2893654320","173560","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","algeriensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6868","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","coeruleofusca","NA","ATCC 35108, BCRC 13313, DSM 43679, IFO 14520, IMET 9602, IMSNU 21357, INA 1335, JCM 3313, KCTC 9389, NRRL B-16115, VKM Ac-855","Go0573263, Go0028766","Gp0502536","2918321734","33919","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","coeruleofusca","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6869","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","espanaensis","NA","ATCC 51144, CGMCC 4.1714, DSM 44229, IFO 15066, IMSNU 21342, JCM 9112, KCTC 9392, NBRC 15066, NRRL 15764, VKM Ac-1969","Go0034502","Gp0034502","2540341184","1179773","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","espanaensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6870","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","longispora","NA","INA 10222, ATCC 35109, BCRC 13395, DSM 43749, HUT-6594, NBRC 14522, IMET 9603, IMSNU 21359, JCM 3314, KCTC 9394, NRRL B-16116, VKM Ac-907","Go0028767","Gp0539492","2919027109","33920","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","longispora","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6871","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","mutabilis","mutabilis","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6872","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","mutabilis","capreolus","ATCC 23892, BCRC 13692, CBS 678.68, DSM 40225, NBRC 12847, IMSNU 21351, ISP 5225, JCM 4248, JCM 4630, KCTC 9395, NCIMB 9611, NCIMB 9801, NRRL 2773, RIA 1167, VKM Ac-1848","Go0029373","Gp0042715","2563366683","66854","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","mutabilis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6873","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","syringae","NA","INA 2240, AS 4.1716, ATCC 51364, DSM 43886, NBRC 14523, IMET 9675, JCM 6844, KCTC 9398, NRRL B-16468, VKM Ac-1858","Go0353819","Gp0188076","2751185736","103733","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","syringae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6874","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","texasensis","NA","NRRL B-16134, AS 4.1713, ATCC 51593, DSM 44231, NBRC 14971, IMSNU 21343, JCM 9113, KCTC 9399, NCIMB 13186, VKM Ac-1968","Go0373404","Gp0220505","2784132178","103734","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","texasensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6875","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","xinjiangensis","NA","AS 4.1731, DSM 44896, JCM 12329, NRRL B-24321, PYX-6","Go0026713","NA","NA","204798","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix","xinjiangensis","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00187","NA:NA:NA:NA:NA:NA","N"
"6876","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sagittula","stellata","NA","E-37, ATCC 700073, CIP 105237, DSM 11524","Go0001299","Gp0001299","640612219","388399","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sagittula","stellata","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00871","NA:NA:NA:NA:NA:NA","N"
"6877","Actinobacteria","Actinobacteria","Micrococcales","Beutenbergiaceae","Salana","multivorans","NA","Se-3111, DSM 13521, NRRL B-24118, JCM 13524","Go0028082","Gp0220388","2781126055","120377","Actinobacteria","Actinobacteria","Micrococcales","Beutenbergiaceae","Salana","multivorans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00058.pub2","NA:NA:NA:NA:NA:NA","N"
"6878","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Salarchaeum","japonicum","NA","YSM-79, CECT 7563, JCM 16327","Go0030528","NA","NA","555573","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Salarchaeum","japonicum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01361","NA:NA:NA:NA:NA:NA","N"
"6879","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","agarivorans","NA","KCTC 12560, KMM 7019, LMG 23205","Go0026276","NA","NA","345907","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","agarivorans","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6880","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","chungangiensis","NA","CAU 1289, KCTC 24000, CCUG 64793","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6881","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","echinorum","NA","HD4, CICC 10466, NRRL B-59666","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6882","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","flavus","NA","Fg 69, CIP 107843, KMM 6000","Go0027342","NA","NA","287099","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","flavus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6883","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","holothuriorum","NA","KMM 3524, LMG 21968, NBRC 100249","Go0026811","NA","NA","241145","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","holothuriorum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6884","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","mishustinae","NA","KCTC 12263, KMM 6049, LMG 22584, NBRC 100592","Go0026750","NA","NA","270918","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","mishustinae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6885","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","salarius","NA","ISL-6, KCTC 12974, CCUG 54355","Go0030641","NA","NA","435906","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","salarius","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6886","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","salegens","NA","ACAM 48, ATCC 51522, CCUG 33447, CIP 104041, DSM 5424, LMG 13193","Go0103688","Gp0103688","2593339299","143223","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","salegens","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6887","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","salinarum","NA","ISL-4, KCTC 12975, CCUG 54354","Go0030735","NA","NA","447422","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","salinarum","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00338.pub2","NA:NA:NA:NA:NA:NA","N"
"6888","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Salibacter","halophilus","NA","JZ3C34, KCTC 52047, and MCCC 1K02288","Go0541731","Gp0492580","2886991845","1803916","Bacteroidetes","Flavobacteriia","Flavobacteriales","Salibacteraceae","Salibacter","halophilus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01976","NA:NA:NA:NA:NA:NA","Y"
"6889","Firmicutes","Clostridia","Clostridiales","Anaerovirgulaceae","Salimesophilobacter","vulgaris","NA","Zn2, DSM 24770, JCM 17796","Go0043621","NA","NA","979619","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Salimesophilobacter","vulgaris","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01378","Fermentation:NA:NA:NA:Endogenous:Acetate;Fermentation:NA:NA:NA:Endogenous:NA","N"
"6890","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Salinarchaeum","laminariae","NA","R26, CGMCC 1.10590, JCM 17267","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01362","NA:NA:NA:NA:NA:NA","N"
"6891","Proteobacteria","Alphaproteobacteria","Rhizobiales","Salinarimonadaceae","Salinarimonas","ramus","NA","SL014B-41A4, DSM 22962, CGMCC 1.9161","Go0573199","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01702","NA:NA:NA:NA:NA:NA","Y"
"6892","Proteobacteria","Alphaproteobacteria","Rhizobiales","Salinarimonadaceae","Salinarimonas","rosea","NA","YIM YD3, KCTC 22346, CCTCC AA208038","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01702","NA:NA:NA:NA:NA:NA","Y"
"6893","Bacteroidetes","Cytophagia","Incertae sedis II","Rhodothermaceae","Salinibacter","ruber","NA","M31, DSM 13855, CECT 5946","Go0000409","Gp0000409","637000250","309807","Bacteroidetes","","Bacteroidetes Order II. Incertae sedis","Rhodothermaceae","Salinibacter","ruber","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00283","NA:NA:NA:NA:NA:NA","N"
"6894","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","amurskyense","NA","JCM 12362, KCTC 9931, KMM 3673, NBRC 100448","Go0487144","Gp0370900","2839424328","205941","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","amurskyense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00114","NA:NA:NA:NA:NA:NA","N"
"6895","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","xinjiangense","NA","0543, CGMCC 1.5381, JCM 13926","Go0030869","NA","NA","386302","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Salinibacterium","xinjiangense","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00114","NA:NA:NA:NA:NA:NA","N"
"6896","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","roseus","NA","9, ATCC 49258, CCM 3516, CIP 104761, DSM 5351","Go0028804","Gp0290525","2786546135","45670","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","roseus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00568","NA:NA:NA:NA:NA:NA","N"
"6897","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","alkaliphilus","NA","T8, AS 1.2691, JCM 11311","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00568","NA:NA:NA:NA:NA:NA","N"
"6898","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","hispanicus","NA","J-82, ATCC 49259, CCUG 43288, CIP 104760, CCM 4148, DSM 5352","Go0574812","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00568","NA:NA:NA:NA:NA:NA","N"
"6899","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","luteus","NA","YIM 70202, CGMCC 1.6511, KCTC 3941","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00568","NA:NA:NA:NA:NA:NA","N"
"6900","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","jeotgali","NA","S2R53-5, KCTC 13030, LMG 23640","Go0030786","NA","NA","381634","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","jeotgali","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00568","NA:NA:NA:NA:NA:NA","N"
"6901","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","salsiraiae","NA","RH1, LMG 22840, CIP 108576","Go0026435","NA","NA","365049","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Salinicoccus","salsiraiae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00568","NA:NA:NA:NA:NA:NA","N"
"6902","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","acroporae","NA","S4-41, JCM 30412, LMG 28587","Go0552381","Gp0504696","2894375665","1541440","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","acroporae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6903","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","aestuarinus","NA","CPA62, CECT 9339, LMG 30108","Go0545182","Gp0496112","2882440119","1949082","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","aestuarinus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6904","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","endophyticus","NA","CPA92, CECT 9340, LMG 30109","Go0545183","Gp0496113","2882436180","1949083","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","endophyticus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6905","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","halimionae","NA","CPA60, CECT 9338, LMG 30107","Go0545181","Gp0496111","2882443669","1949081","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","halimionae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6906","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","halophilus","NA","CG4.1, CECT 5903, LMG 23626","Go0552379","Gp0504694","2894362263","184065","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","halophilus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","Fermentation:NA:NA:NA:Endogenous:NA","Y"
"6907","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","halophyticus","NA","CR45, CECT 9341, LMG 30105","Go0545184","Gp0496114","2884254640","1949084","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","CR45","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6908","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","lusitanus","NA","CR50, CECT 9342, LMG 30106","Go0545185","Gp0496115","2882432157","1949085","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","lusitanus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6909","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","peritrichatus","NA","DY22, CGMCC 1.12381, JCM 18795","Go0545179","Gp0496109","2882447294","1267424","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","peritrichatus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","Fermentation:NA:NA:NA:Endogenous:NA","Y"
"6910","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","rhizosphaerae","NA","MSSRFH1, KCTC 32998, NBRC 110222","Go0571515","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6911","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","salarius","NA","M27, KCTC 12664, DSM 18044","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","Fermentation:NA:NA:NA:Endogenous:NA","Y"
"6912","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","socius","NA","SMB35, DSM 19940, VKM B-2397","Go0552380","Gp0504695","2894301683","404433","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","socius","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6913","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","tamaricis","NA","F01T, CCTCC AB 2015304T, KCTC 42855T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6914","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","zeshunii","NA","N4, KACC 16602, CCTCC AB 2012912","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01719","NA:NA:NA:NA:NA:NA","Y"
"6915","Proteobacteria","Hydrogenophilia","Hydrogenophilales","Hydrogenophilaceae","Tepidiphilus","margaritifer","NA","N2-214, DSM 15129, LMG 21637","Go0012380","Gp0012380","2524023151","1123354","Proteobacteria","Hydrogenophilalia","Hydrogenophilales","Hydrogenophilaceae","Tepidiphilus","margaritifer","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01831","Fermentation:NA:NA:NA:Endogenous:NA","Y"
"6916","Proteobacteria","Hydrogenophilia","Hydrogenophilales","Hydrogenophilaceae","Tepidiphilus","succinatimandens","NA","4BON, DSM 15512, CIP 107790","Go0027222","NA","NA","224436","Proteobacteria","Hydrogenophilalia","Hydrogenophilales","Hydrogenophilaceae","Tepidiphilus","succinatimandens","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01831","Fermentation:NA:NA:NA:Endogenous:NA","Y"
"6917","Proteobacteria","Hydrogenophilia","Hydrogenophilales","Hydrogenophilaceae","Tepidiphilus","thermophilus","NA","JHK30, JCM 19170, LMG 27587, DSM 27220","Go0108249","Gp0108249","2615840611","876478","Proteobacteria","Hydrogenophilalia","Hydrogenophilales","Hydrogenophilaceae","Tepidiphilus","thermophilus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01831","Fermentation:NA:NA:NA:Endogenous:NA","Y"
"6918","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera","mucosa","NA","2842T, JCM 19875T, VKM B-2832T","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm01509","Fermentation:Glucose:Glucose:Glucose:Endogenous:Acetate","N"
"6919","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","tumescens","NA","ATCC 6947, CCUG 23928, CIP 102515, DSM 20308, IAM 12345, NBRC 12960, JCM 1365, LMG 3818, NCIMB 8914, NRRL B-4012, VKM Ac-1120","Go0573244, Go0028197","Gp0220387","NA","60443","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","tumescens","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00087","NA:NA:NA:NA:NA:NA","N"
"6920","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","aerolatus","NA","5516J-36, DSM 18562, KACC 20556","Go0031158","NA","NA","422442","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","aerolatus","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00087","NA:NA:NA:NA:NA:NA","N"
"6921","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","terrae","NA","PPLB, CECT 3379, JCM 14283, LMG 22921","Go0402471","Gp0290095","NA","318434","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","terrae","https://onlinelibrary.wiley.com/doi/full/10.1002/9781118960608.gbm00087","NA:NA:NA:NA:NA:NA","N"
